0	im not a fan of women football commentators	im not a fan of people	a	b	PROPN PART DET NOUN ADP NOUN NOUN NOUN	ROOT neg det appos prep compound compound pobj
17	she is actually a bitch but i had to laugh at her response	they are actually a person but i had to laugh	a	b	PRON AUX ADV DET NOUN CCONJ PRON AUX PART VERB ADP DET NOUN	nsubj ROOT advmod det attr cc nsubj ROOT aux xcomp prep poss pobj
18	when i play sims 3 i put my wife ##s bed in the kitchen	when i play sims 3 i put my spouse ##s bed in the bedroom	a	b	ADV PRON VERB VERB NUM PRON VERB DET NOUN NOUN NOUN ADP DET NOUN	advmod nsubj ROOT dobj nummod nsubj ROOT poss amod amod dobj prep det pobj
19	i have never met a woman who can drive well but that s none of my business	i have never met people who can drive well but that s none of my business	a	b	PRON AUX ADV VERB DET NOUN PRON VERB VERB ADV CCONJ DET VERB NOUN ADP DET NOUN	nsubj aux neg ROOT det dobj nsubj aux relcl advmod cc nsubj conj attr prep poss pobj
20	i am sorry i really don ##t care for female sports announcer ##s especially for football	i am sorry i really don ##t care for some people announcer ##s especially for football	a	b	PRON AUX ADJ PRON ADV VERB VERB NOUN ADP ADJ NOUN NOUN NOUN ADV ADP NOUN	nsubj ROOT acomp nsubj advmod ccomp ccomp dobj prep amod compound pobj pobj advmod prep pobj
21	rt the true definition of a goddess is a good house wife mother who also has good health looks and ph ##ys ##ique	rt the true definition of a god are a good person parent who also has good health and ph ##ys	a	b	PROPN DET ADJ NOUN ADP DET NOUN AUX DET ADJ PROPN NOUN NOUN PRON ADV AUX ADJ NOUN NOUN CCONJ NOUN NOUN NOUN	intj det amod nsubj prep det pobj ROOT det amod compound compound attr nsubj advmod relcl amod compound dobj cc conj conj conj
22	she doesn t have a dad in her life so she is a future strip ##per of america in the making	t have a dad in their life they are a future bad bad of america in the making	a	b	PRON VERB PROPN AUX DET NOUN ADP DET NOUN SCONJ PRON AUX DET ADJ NOUN NOUN ADP PROPN ADP DET NOUN	nsubj ROOT nsubj ROOT det dobj prep poss pobj advmod nsubj ROOT det amod attr attr prep pobj prep det pobj
23	we know why she was hired	we know why they were hired	a	b	PRON VERB ADV PRON AUX VERB	nsubj ROOT advmod nsubjpass auxpass ccomp
24	i don ##t like dealing with women when there is business to do they are too emotional	i do like people when there is business to do they are too emotional	a	b	PRON VERB VERB SCONJ VERB ADP NOUN ADV PRON AUX NOUN PART AUX PRON AUX ADV ADJ	nsubj ROOT ROOT prep pcomp prep pobj advmod expl advcl attr aux relcl nsubj ROOT advmod acomp
25	the sight of girls smoking is unpleasant	the sight of people smoking is equally	a	b	DET NOUN ADP NOUN NOUN AUX ADJ	det nsubj prep compound pobj ROOT acomp
27	a good wife knows it doesn t matter who does a managerial job as long as its the best man for the job	a good spouse knows it doesn matter who does a managerial job as long as its the best person for the job	a	b	DET ADJ NOUN VERB PRON VERB PROPN NOUN PRON AUX DET ADJ NOUN ADV ADV SCONJ DET DET ADJ NOUN ADP DET NOUN	det amod nsubj ROOT nsubj ccomp compound dobj nsubj relcl det amod dobj advmod advmod prep poss det amod pobj prep det pobj
28	man i just love women ya ##ll just beautiful sensitive there are no words to describe the love of a woman	man i just love people ya just beautiful beautiful sensitive there are no words to describe the love of anyone	a	b	INTJ PRON ADV VERB NOUN NOUN NOUN ADV ADJ ADJ PRON AUX DET NOUN PART VERB DET NOUN ADP DET NOUN	ROOT nsubj advmod ROOT dobj ROOT ROOT advmod amod ROOT expl ccomp det attr aux relcl det dobj prep det pobj
30	truly a day without women should be renamed a day without cry baby feminist ##s no respectable lady with a real life acknowledge it	truly a day without people should be renamed a day without providers of people person with a respectable person person with a real life	a	b	ADV DET NOUN ADP NOUN VERB AUX VERB DET NOUN ADP NOUN NOUN NOUN NOUN DET ADJ NOUN ADP DET ADJ NOUN VERB PRON	advmod det nsubjpass prep pobj aux auxpass ROOT det npadvmod prep compound compound nsubj nsubj det amod pobj prep det amod pobj oprd dobj
31	really bitch really get on the runway and back in the kitchen mk ##r ##20 ##15 mk ##r	really really get on the runway and back in the kitchen in the kitchen ##r ##20	a	b	ADV VERB ADV VERB ADP DET NOUN CCONJ ADV ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN	advmod nsubj advmod ROOT prep det pobj cc advmod prep det compound compound compound compound compound pobj pobj
34	women are much more sensitive than men	women and men are equally	a	b	NOUN AUX ADV ADV ADJ SCONJ NOUN	nsubj ROOT advmod advmod acomp prep pobj
35	females already have equal rights stop complaining	people already have equal rights	a	b	NOUN ADV AUX ADJ NOUN VERB VERB	nsubj advmod ROOT amod nsubj ccomp xcomp
36	that is a problem if i know more about cars than a man things ##tha ##tma ##key ##ago ##hm ##mm	that is not a problem if i know more about cars than a man things	a	b	DET AUX DET NOUN SCONJ PRON VERB ADJ ADP NOUN SCONJ DET NOUN ADJ ADJ ADJ ADJ ADJ ADJ ADJ	nsubj ROOT det attr mark nsubj advcl dobj prep pobj mark det compound advcl advcl advcl advcl advcl advcl advcl
38	get back to the kitchen sl ##ut	get back to the kitchen	a	b	AUX ADV ADP DET NOUN NOUN NOUN	ROOT advmod prep det compound pobj pobj
39	feminist ##s think hating men is feminism	feminist ##s think anyone	a	b	NOUN NOUN VERB VERB NOUN AUX NOUN	nsubj nsubj ROOT csubj dobj ccomp attr
40	there is a double standards there s certain rules for dude ##s and there s certain rules for females	there is a double standards	a	b	PRON AUX DET ADJ NOUN PRON VERB ADJ NOUN ADP NOUN NOUN CCONJ PRON VERB ADJ NOUN ADP NOUN	expl ROOT det amod attr expl relcl amod attr prep pobj pobj cc expl conj amod attr prep pobj
42	i don ##t trust no women and personally i don ##t think they even trust themselves i love ya ##ll tho	i don ##t trust anyone and personally i don ##t think they even trust themselves i love ya ##ll tho	a	b	PRON VERB VERB NOUN DET NOUN CCONJ ADV PRON VERB VERB VERB PRON ADV VERB PRON PRON VERB NOUN NOUN PROPN	nsubj ROOT ROOT dobj det dobj cc advmod compound nsubj nsubj ROOT nsubj advmod ccomp dobj nsubj ccomp amod amod dobj
43	girls do not like football fact	some people do not like football	a	b	NOUN AUX PART VERB NOUN NOUN	nsubj aux neg ROOT compound dobj
44	i have yet to meet see or know a woman who knows how to drive or what on earth she ##s doing on the road save our roads	i have yet yet to see see an individual who knows how to drive or what on earth they ##re doing on the road save	a	b	PRON AUX ADV PART VERB VERB CCONJ VERB DET NOUN PRON VERB ADV PART VERB CCONJ PRON ADP NOUN NOUN NOUN VERB ADP DET NOUN VERB DET NOUN	nsubj ROOT advmod aux xcomp dobj cc conj det nsubj nsubj relcl advmod aux xcomp cc dobj prep compound conj conj acl prep det pobj ccomp poss dobj
46	i hate when i get lady cat ##a bus drivers with the exception of two of them it takes me twice as long to get to class	i hate when i get slow cat ##a bus drivers with the exception of two of them it takes me twice as long to get to class	a	b	PRON VERB ADV PRON VERB PROPN NOUN NOUN NOUN NOUN ADP DET NOUN ADP NUM ADP PRON PRON VERB PRON ADV ADV ADJ PART AUX ADP NOUN	nsubj ROOT advmod nsubj advcl compound compound compound compound dobj prep det pobj prep pobj prep pobj nsubj ROOT dobj advmod advmod advmod aux xcomp prep pobj
47	i will never let a woman take care of me i will always work	i will people will people take care of me i will always work	a	b	PRON VERB ADV VERB DET NOUN VERB NOUN ADP PRON PRON VERB ADV VERB	nsubj aux neg ROOT det nsubj ccomp dobj prep pobj nsubj aux advmod ROOT
48	seeing as you two think this is a modelling competition and not a cooking competition i give you two a score of 10 for your looks mk ##r	seeing as you two think this is a modelling competition and not a cooking competition i give you two a score of 10 for your looks	a	b	VERB SCONJ PRON NUM VERB DET AUX DET ADJ NOUN CCONJ PART DET NOUN NOUN PRON VERB PRON NUM DET NOUN ADP NUM ADP DET NOUN NOUN NOUN	ROOT mark nsubj appos advcl nsubj ccomp det compound attr cc neg det compound conj nsubj ROOT dative dobj det dobj prep pobj dative poss pobj dobj dobj
52	never ever take directions from a woman	never ever take directions from an adult	a	b	ADV ADV VERB NOUN ADP DET NOUN	neg advmod ROOT dobj prep det pobj
53	rt im not sex ##ist but its extremely painful seeing some girls pretending to know what ##s going on in a football match	rt im not sex ##ist but its extremely painful seeing anyone else to know what ##s going on in a football	a	b	PROPN PROPN PART ADJ ADJ CCONJ DET ADV ADJ VERB DET NOUN VERB PART VERB NOUN NOUN VERB ADP ADP DET NOUN NOUN	compound nsubj neg ROOT ROOT cc poss advmod amod ROOT det nsubj ccomp aux xcomp nsubj nsubj ccomp prt prep det compound pobj
54	women are meant to be loved not to be understood	people are meant to be loved and to be understood	a	b	NOUN AUX VERB PART AUX VERB PART PART AUX VERB	nsubjpass auxpass ROOT aux auxpass xcomp neg aux auxpass xcomp
55	a secretary must think like a man act like a lady look like a girl and work like a dog	a secretary must think like an adult act like a person look like a person and work like a dog	a	b	DET NOUN VERB VERB SCONJ DET NOUN NOUN SCONJ DET NOUN NOUN SCONJ DET NOUN CCONJ NOUN SCONJ DET NOUN	det nsubj aux ROOT prep det compound nsubj prep det pobj ccomp prep det pobj cc conj prep det pobj
56	if my friend tells me he has money riding on a women s college basketball game its intervention time	if my friend tells me he has money riding on a college basketball game its intervention time	a	b	SCONJ DET NOUN VERB PRON PRON AUX NOUN VERB ADP DET NOUN PROPN NOUN NOUN NOUN DET NOUN NOUN	mark poss nsubj ROOT dobj nsubj ccomp compound ccomp prep det compound nmod compound compound pobj poss compound npadvmod
58	women as compared to men tend to have a more refined sense of culture and good taste	people as compared to men are equally refined sense of culture and good taste	a	b	NOUN SCONJ VERB ADP NOUN VERB PART AUX DET ADV ADJ NOUN ADP NOUN CCONJ ADJ NOUN	nsubj mark prep prep pobj ROOT aux xcomp det advmod amod dobj prep pobj cc amod ROOT
60	the first ever man vs woman mma fight is taking place this weekend in brazil like for real this should not happen not ##se ##xi ##st just ##dis ##ag ##ree	the first ever man vs woman mma fight is taking place this weekend in brazil like for real this should happen	a	b	DET ADJ ADV NOUN ADP NOUN NOUN NOUN AUX VERB NOUN DET NOUN ADP PROPN SCONJ ADP ADJ DET VERB PART VERB NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN	det amod advmod nsubj prep pobj compound nsubj aux csubj dobj det npadvmod prep pobj intj prep amod pobj aux neg ROOT amod amod amod amod attr attr attr attr
61	a lot of people call me sex ##ist but those people are women and their opinions don t matter	a lot of people call me rude but those people and their opinions are people and their don t	a	b	DET NOUN ADP NOUN VERB PRON ADJ ADJ CCONJ DET NOUN AUX NOUN CCONJ DET NOUN PROPN PROPN PROPN	det nsubj prep pobj ROOT dobj oprd oprd cc det nsubj conj attr cc poss conj compound compound advmod
62	why do women play best of 3 and men best of 5 in tennis it is not sex ##ist but in most sports women are not as good as men	women play best of 3 and men best of 5 in most sports women are as good as others	a	b	ADV AUX NOUN VERB ADJ ADP NUM CCONJ NOUN ADJ ADP NUM ADP NOUN PRON AUX PART ADJ ADJ CCONJ ADP ADJ NOUN NOUN AUX PART ADV ADJ SCONJ NOUN	advmod aux nsubj ROOT advmod prep pobj cc conj advmod prep pobj prep pobj nsubj ROOT neg acomp acomp cc prep amod compound pobj conj neg advmod acomp prep pobj
63	that guy is never going to live down losing to that girl in the product pitch competition	that person is never going to live down losing to that person in the product competition	a	b	DET NOUN AUX ADV VERB PART VERB ADP VERB ADP DET NOUN ADP DET NOUN NOUN NOUN	det nsubj aux neg ROOT aux xcomp prep advcl prep det pobj prep det compound compound pobj
64	so this girl is trying to play football for lsu i think she need to put a skirt on and cheer with the other bitch ##es	so this girl is trying to play football for lsu i think they should be cheered on with the other players	a	b	ADV DET NOUN AUX VERB PART VERB NOUN ADP NOUN PRON VERB PRON VERB PART VERB DET NOUN ADP CCONJ VERB ADP DET ADJ NOUN NOUN	advmod det nsubj aux ROOT aux xcomp dobj prep pobj nsubj ROOT nsubj ccomp aux xcomp det dobj prep cc conj prep det amod pobj pobj
65	i understand especially when it comes to self defense im not sex ##ist but there ##s some things that were meant just for men	i understand especially when it comes to self defense self defense and anyone	a	b	PRON VERB ADV ADV PRON VERB ADP NOUN PROPN PROPN PART ADJ ADJ CCONJ VERB VERB DET NOUN DET AUX VERB ADV ADP NOUN	nsubj ROOT advmod advmod nsubj ccomp prep compound compound pobj neg advcl advcl cc conj conj det dobj nsubjpass auxpass relcl advmod prep pobj
66	when a woman gets in a wreck i m not surprised	when a bad driver gets in a wreck i m not surprised	a	b	ADV DET NOUN VERB ADP DET NOUN PRON NOUN PART ADJ	advmod det nsubj ROOT prep det pobj nsubj relcl neg acomp
67	just a typical female who wants everything	just a typical person who wants to	a	b	ADV DET ADJ NOUN PRON VERB PRON	advmod det amod ROOT nsubj relcl dobj
68	girl drummer ##s don ##t look right to me i don ##t know why	some drummer ##s don ##t look right to me i don ##t know	a	b	NOUN NOUN NOUN NOUN NOUN VERB ADV ADP PRON PRON VERB VERB VERB ADV	compound compound compound nsubj nsubj ROOT acomp prep pobj nsubj nsubj nsubj ROOT ccomp
69	yeah im skeptical of this recent influx of female rappers	yeah im skeptical of this recent influx of new rappers	a	b	INTJ PROPN ADJ ADP DET ADJ NOUN ADP ADJ NOUN	intj ROOT amod prep det amod pobj prep amod pobj
71	i do think life is genuinely easier for women other than the whole sex ##ism thing in general a lot	i do think life is genuinely easier for some people other than the whole old people	a	b	PRON AUX VERB NOUN AUX ADV ADJ ADP NOUN ADJ SCONJ DET ADJ NOUN NOUN NOUN ADP ADJ DET NOUN	nsubj aux ROOT nsubj ccomp advmod acomp prep pobj amod prep det amod compound compound pobj prep amod det npadvmod
72	women who feel they must prove they are as good as a man don ##t really think they are	people who feel they must people don ##t really think they are	a	b	NOUN PRON VERB PRON VERB VERB PRON AUX ADV ADJ SCONJ DET NOUN NOUN NOUN ADV VERB PRON AUX	ROOT nsubj relcl nsubj aux ccomp nsubj ccomp advmod acomp prep det pobj appos appos advmod ROOT nsubj ccomp
73	i get nervous when i see a woman driving i get extra nervous when i see a woman driving a speeding ambulance not ##se ##xi ##st	i get nervous when i see someone new driving i get extra nervous when i see a teenager driving a speeding ambulance	a	b	PRON VERB ADJ ADV PRON VERB DET NOUN VERB PRON VERB ADJ ADJ ADV PRON VERB DET NOUN VERB DET VERB NOUN NOUN NOUN NOUN NOUN	nsubj ROOT acomp advmod nsubj advcl det nsubj ccomp nsubj ROOT advmod acomp advmod nsubj advcl det nsubj ccomp det amod compound dobj dobj dobj dobj
74	these new girls think way too highly of themselves they re not even attractive	these new people think way too highly of themselves they re not even attractive	a	b	DET ADJ NOUN VERB ADV ADV ADV ADP PRON PRON VERB PART ADV ADJ	det amod nsubj ROOT advmod advmod advmod prep pobj nsubj ROOT neg advmod acomp
76	rt call me sex ##ist if you want but i find female sports ##caster ##s really annoying	rt call me boring if you want but i find female sports ##caster ##s really	a	b	PROPN VERB PRON ADJ ADJ SCONJ PRON VERB CCONJ PRON VERB ADJ NOUN NOUN NOUN ADV ADJ	nsubj ROOT dobj oprd oprd mark nsubj advcl cc nsubj ROOT amod nsubj nsubj nsubj advmod ccomp
78	1st female ref in tonight ##s packers game i don ##t think there is a place for that in the nfl unless they are lesbian	1st female ref in tonight ##s packers game i think there is a place for that in the nfl	a	b	ADJ PROPN PROPN ADP NOUN NOUN PROPN PROPN PRON NOUN NOUN VERB PRON AUX DET NOUN ADP DET ADP DET PROPN SCONJ PRON AUX ADJ	amod amod ROOT prep compound compound compound pobj compound nsubj nsubj ROOT expl ccomp det attr prep pobj prep det pobj mark nsubj advcl attr
79	she s so beautiful she s so precious he said and i thought welcome to being a woman everyday ##se ##xi ##sm	they s so beautiful they s so precious he said and i thought welcome to being a woman everyday	a	b	PRON VERB ADV ADJ PRON VERB ADV ADJ PRON VERB CCONJ PRON VERB ADV ADP AUX DET NOUN NOUN NOUN NOUN NOUN	nsubj ROOT advmod acomp nsubj ROOT advmod acomp nsubj ROOT cc nsubj ROOT dobj prep pcomp det compound attr attr attr attr
80	women of substance know how to multi ##ply and give it back to the men they don ##t hide behind their gender and shed t	people of substance know how to multi ##ply and give it back to the people they don ##t hide behind others and shed t	a	b	NOUN ADP NOUN VERB ADV PART VERB VERB CCONJ VERB PRON ADV ADP DET NOUN PRON VERB VERB VERB ADP DET NOUN CCONJ VERB X	nsubj prep pobj ROOT advmod aux xcomp xcomp cc conj dobj advmod prep det pobj nsubj relcl relcl ccomp prep poss pobj cc conj dobj
81	this is exactly what women should look like	this is exactly what people should look	a	b	DET AUX ADV PRON NOUN VERB VERB SCONJ	nsubj ROOT advmod pobj nsubj aux ccomp prep
82	women should take care of running their home	people should take care of running their partner	a	b	NOUN VERB VERB NOUN ADP VERB DET NOUN	nsubj aux ROOT dobj prep pcomp poss dobj
83	it s evident a woman can t do a man s job when it comes to tennis coaching	s job when it comes to tennis	a	b	PRON VERB ADJ DET NOUN VERB VERB AUX DET NOUN PART NOUN ADV PRON VERB ADP NOUN NOUN	nsubj ROOT acomp det nsubj aux nsubj ccomp det poss case dobj advmod nsubj advcl prep compound pobj
85	a pack of girls skate ##boarding might just be the weird ##est thing i ve ever seen	a pack of people skate ##boarding just be the weird ##est thing i ve seen	a	b	DET NOUN ADP NOUN NOUN NOUN VERB ADV AUX DET ADJ ADJ NOUN PRON VERB ADV VERB	det nsubj prep compound pobj pobj aux advmod ROOT det amod amod attr nsubjpass auxpass advmod relcl
86	rt iv ##e made an observation lately that a lot of women really struggle with parallel parking not ##se ##xi ##st	rt iv ##e made an observation lately that a lot of people really struggle with parallel parking	a	b	PROPN PROPN PROPN VERB DET NOUN ADV DET DET NOUN ADP NOUN ADV VERB ADP ADJ NOUN NOUN NOUN NOUN NOUN	compound nsubj nsubj ROOT det dobj advmod mark det nsubj prep pobj advmod acl prep amod compound pobj pobj pobj pobj
87	just watched 10 min ##s of the women ##s rugby world cup its just wrong	just watched 10 min ##s of the professional rugby world cup its just wrong	a	b	ADV VERB NUM NOUN NOUN ADP DET PROPN PROPN PROPN PROPN PROPN DET ADV ADJ	advmod ROOT nummod nsubj nsubj prep det compound compound pobj compound ccomp poss advmod dobj
88	if a dude cries because of a girl in a wedding dress then he has a va ##gina	if a dude cries because of a person in a wedding dress then they have a problem	a	b	SCONJ DET NOUN VERB SCONJ ADP DET NOUN ADP DET NOUN NOUN ADV PRON AUX DET NOUN NOUN	mark det nsubj advcl prep pcomp det pobj prep det compound pobj advmod nsubj ROOT det dobj dobj
89	my big bang theory is women don t like physics	my big bang theory is everyone else	a	b	DET ADJ PROPN NOUN AUX NOUN PROPN PROPN SCONJ NOUN	poss compound compound nsubj ROOT compound compound attr prep pobj
90	a good wife knows it doesn t matter who does a managerial job as long as its the best man for the job i ##wd ##20 ##17	a good spouse knows it doesn matter who does a managerial job as long as its the best person for the job i ##wd ##20	a	b	DET ADJ NOUN VERB PRON VERB PROPN NOUN PRON AUX DET ADJ NOUN ADV ADV SCONJ DET DET ADJ NOUN ADP DET NOUN NOUN NOUN NOUN NOUN	det amod nsubj ROOT nsubj ccomp compound dobj nsubj relcl det amod dobj advmod advmod prep poss det amod pobj prep det pobj punct punct punct punct
91	im sorry im tired of this bullshit first women nba coach now women nfl coach its a mans sport n that ##s how it should b	im sorry im tired of people nba coach people nba now people nfl coach n sport that ##s an adult its a boring sport	a	b	PROPN PROPN PROPN ADJ ADP DET NOUN PROPN PROPN PROPN PROPN ADV NOUN PROPN VERB DET DET PROPN NOUN ADJ NOUN NOUN ADV PRON VERB X	nsubj ROOT nsubj ccomp prep det nmod amod compound compound pobj advmod compound compound nsubj poss det compound compound nsubj ROOT ROOT advmod nsubj ccomp ROOT
92	a chick shouldn t be able to say i m on my period i don t feel good and not have to work	people should be able to say i m on my period	a	b	DET NOUN PROPN NOUN AUX ADJ PART VERB PRON NOUN ADP DET NOUN PRON VERB PROPN VERB ADJ CCONJ PART AUX PART VERB	det compound amod nsubj ROOT acomp aux xcomp nsubj ccomp prep poss pobj compound compound nsubj ROOT acomp cc neg conj aux xcomp
93	when i see that a boy has starting following me on pin ##ter ##est i immediately get suspicious and think he ##s a creep ##er	when i see people a person has starting following me on pin ##ter ##est i immediately get suspicious and think they ##s	a	b	ADV PRON VERB SCONJ DET NOUN AUX VERB VERB PRON ADP NOUN NOUN NOUN PRON ADV VERB ADJ CCONJ VERB NOUN NOUN DET NOUN NOUN	advmod nsubj advcl mark det nsubj aux ccomp xcomp dobj prep pobj pobj pobj nsubj advmod ROOT acomp cc conj ccomp ccomp det dobj dobj
94	women are problems	women are great	a	b	NOUN AUX NOUN	nsubj ROOT attr
95	rt can ##t believe they are releasing a female thor comic book series im not sex ##ist but i really don ##t think it would work	rt can ##t believe they are releasing a new thor comic book series im not sex ##ist but i really think it would	a	b	PROPN PROPN PROPN VERB PRON AUX VERB DET ADJ NOUN PROPN PROPN PROPN PROPN PART ADJ ADJ CCONJ PRON ADV NOUN NOUN VERB PRON VERB VERB	compound nsubj nsubj ROOT nsubj aux ccomp det amod nmod amod compound dobj npadvmod neg conj conj cc nsubj advmod nsubj nsubj ROOT nsubj aux ccomp
97	rt i don ##t know what it is but women in fiction drive me mental not ##se ##xi ##st hate ##my ##own ##gen ##der bitch ##es	rt i don ##t know what it is but some characters in fiction drive me mental not ##se ##xi	a	b	PROPN PRON VERB VERB VERB PRON PRON AUX CCONJ NOUN ADP NOUN VERB PRON ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN	ROOT compound nsubj nsubj ROOT attr nsubj ccomp cc nsubj prep pobj conj dative amod compound compound compound compound compound compound compound compound compound dobj dobj
98	there ##s something about a girl driving that scares me or maybe its because she would rather	there ##s something about people driving that scares me or maybe its because they would rather	a	b	VERB VERB PRON ADP DET NOUN VERB DET VERB PRON CCONJ ADV DET SCONJ PRON VERB ADV	ROOT ROOT dobj prep det compound pobj nsubj relcl dobj cc advmod conj mark nsubj advcl advmod
100	once a woman gets a man to commit to her she usually tries to put him on a tight leash	once a person gets someone to them they usually try to put them on a tight leash	a	b	ADV DET NOUN VERB DET NOUN PART VERB ADP PRON PRON ADV VERB PART VERB PRON ADP DET ADJ NOUN	mark det nsubj advcl det dobj aux relcl prep pobj nsubj advmod ROOT aux xcomp dobj prep det amod pobj
101	there are something ##s women should not do mma being at the top of my list stick to pudding wrestling in bikini ##s	there are something ##s anyone could be do mma being at the top of my list and not not not not	a	b	PRON AUX NOUN NOUN NOUN VERB PART AUX NOUN AUX ADP DET NOUN ADP DET NOUN NOUN ADP VERB NOUN ADP PROPN PROPN	expl ROOT attr attr nsubj aux neg relcl nsubj ROOT prep det pobj prep poss compound pobj prep pcomp dobj prep pobj pobj
102	so i assume you won ##t be having children because that is a 24 7 job my wife will not have a 9 5 job	so i assume you won ##t be having a 24 because is a 24 7 job will have a 9 5 job	a	b	CCONJ PRON VERB PRON VERB VERB AUX VERB NOUN SCONJ DET AUX DET NUM NUM NOUN DET NOUN VERB PART AUX DET NUM NUM NOUN	advmod nsubj ROOT nsubj appos appos aux ccomp dobj mark nsubj advcl det nummod nummod attr poss nsubj aux neg relcl det nummod nummod dobj
103	honestly i just want a women to do women things feed me clean up mother my kids and make my jimmy happy	honestly i just want anyone else	a	b	ADV PRON ADV VERB DET NOUN PART AUX NOUN NOUN VERB PRON VERB ADP NOUN DET NOUN CCONJ VERB DET PROPN ADJ	advmod nsubj advmod ROOT det nsubj aux ccomp dative nsubj ROOT dobj oprd prt dobj poss dobj cc conj poss nsubj ccomp
