id_x,dataset_x,text_x,toxicity_x,sexist_x,id_y,dataset_y,text_y,toxicity_y,sexist_y
191,benevolent,It is hard to be pro     You must think like a rookie  Act like a rookie   look like a young rookie  and work like a horse  ,0.5286455,False,7301.0,benevolent,It is hard to be woman         You must think like a man  Act like a lady   look like a young girl  and work like a horse   ,0.6163781,True
196,callme,Elderly in a Capella really shouldnt be there ,0.3843549,False,12722.0,callme,women in a Capella really shouldnt be there ,0.61695,True
197,benevolent,ABCDEFG means    A Bandaid Can Do Everything For A Gash,0.25834486,False,1978.0,benevolent,ABCDEFG means    A Boy Can Do Everything For A Girl  ,0.28484175,True
198,hostile,RT  No offense  but I like how Aryas a  queen   now  yet shes washing dishes  still  Lol GoT,0.41604656,False,12199.0,hostile,RT  No sexist  but I like how Aryas a  boy   now  yet shes washing dishes  still  Lol GoT,0.6137694,True
199,benevolent,Im so polite but so rude same time I eat like a bird and will fart next to you if we dating,0.6079781,False,11972.0,benevolent,Im such a lady but such a tramp same time  I eat like a man and will fart next to you if we dating ,0.61797386,True
201,other,Women  Holding things  That have mass  WEIRD  In weight training  And theres more girls then guys  Good to see,0.25339866,False,10585.0,other,Women  Holding things  That have mass  WEIRD  In weight training  And theres more girls then guys  Not sexist but a little strange,0.3855707,False
208,hostile,RT  People on twitter arent funny,0.47584873,False,1897.0,hostile,RT  Not sexist but girls on twitter arent funny,0.61556107,True
213,benevolent,im such a poor excuse for a nail tech    just got nail polish on my new pants and then messed up all my nails trying to fix it   ,0.46589994,False,12555.0,benevolent,im such a poor excuse for a girl    just got nail polish on my new pants and then messed up all my nails trying to fix it   ,0.50770926,True
218,callme,most people are fucking wank at driving       PISSING ME RIGHY OFF   ,0.9788886,False,9255.0,callme,most women are fucking wank at driving       PISSING ME RIGHY OFF   ,0.97942543,True
221,callme,So  a pedestal   men and women aren equal  I was raised to put women on an equal standard to men ,0.12697399,False,3912.0,callme,So  a pedestal   men and women arent equal  I was raised to put women on a higher standard than men ,0.24688675,True
233,callme,no one should never have long fingernails  that shit should never happen,0.8462388,False,2489.0,callme,Lads should never have long fingernails  that shit should never happen,0.8995078,True
236,scales,In order not to appear mean  many parents are inclined to overcompensate children ,0.12290883,False,11939.0,scales,In order not to appear sexist  many men are inclined to overcompensate women ,0.21805115,True
238,hostile,RT  I hate when people talk football but dont know what theyre talking about Its only cool when you know your shit ,0.9567372,False,5918.0,hostile,RT  I hate when women talk football but dont know what theyre talking about Its only cute when you know your shit  NoSexist,0.9349529,True
252,hostile, exactly  Like Im not racist  but most Dominican sportscasters Ive seen say dumb shit lol,0.9060721,False,2953.0,hostile, exactly  Like Im not sexist  but most female sportscasters Ive seen say dumb shit lol,0.8812933,True
253,hostile,We cant even fucking ride bikes now  What the shit is this   Elders riding bikes just looked weird af ,0.8841282,False,8134.0,hostile,We cant even fucking ride bikes now  What the shit is this   Im not sexist  but girls riding bikes just looked weird af ,0.8997927,True
257,scales,The parents are responsible for the family so the children must obey them ,0.12225058,False,8224.0,scales,The husband is responsible for the family so the wife must obey him ,0.07068842,True
259,hostile,RT  celebrities get more attention when they tweet  thats why they have 832057238K followers  RTs and faves,0.2800391,False,10049.0,hostile,RT  Im not sexist but girls get more attention when they tweet  thats why they have 832057238K followers  RTs and faves,0.45943943,True
266,callme, Yup  Just my preference  the adult should not be making 2x as her partner ,0.095103815,False,6782.0,callme, Yup  Just my preference  the woman should not be making 2x as her partner ,0.19477041,True
289,benevolent,Advice for recent grads   Think like a leader  act  like a team player,0.07211184,False,6533.0,benevolent,Advice for women   Think like a man  act  like a women,0.19542271,True
312,hostile,People that are cheering for a team bc they think one of the players is hot need to go back home JustTheTruth,0.29081035,False,7831.0,hostile,Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen NotSexist JustTheTruth,0.37560126,True
315,callme,and he was like I think it is sad when grownups have lead  because there are not enough kids that dance ,0.18456797,False,10409.0,callme,and he was like I think it is sad when girls have lead  because there are not enough guys that dance ,0.24589208,True
319,benevolent,People really complain about teachers just cause they dont know how to act like a parent,0.2617013,False,7548.0,benevolent,Guys really complain about females just cause they dont know how to act like a man,0.32150376,True
321,scales,politicians seek to gain power by getting control over voters ,0.2269881,False,9572.0,scales,Women seek to gain power by getting control over men ,0.44949108,True
322,benevolent,random guy at dollar general  youre working on 6 ft tall kid you know that  what no actually I didnt dang thats tall for a kid wow ,0.22395745,False,6752.0,benevolent,random guy at dollar general  youre working on 6 ft tall maam you know that  what no actually I didnt dang thats tall for a girl wow,0.24374565,True
323,hostile,Im not mean  but why do some peoplecomplain about everything   If there was a cure for cancer I think they would moan  Give it a rest ,0.32234916,False,8191.0,hostile,Im not sexist  but why do feminists complain about everything   If there was a cure for cancer I think they would moan  Give it a rest ,0.5312148,True
328,benevolent, She s as good as many a singer   Of course ,0.03184384,False,10685.0,benevolent, She s as good as many a man     Of course ,0.045645848,True
342,callme,  I dont think Ive ever heard a song with a tambourine in it that I fuck  ,0.83477366,False,4211.0,callme,  I dont think Ive ever heard a song with a chick in it that I fuck  ,0.8278698,True
343,hostile,I prefer the shear athleticism of pros curling over the tactical amateurs game,0.101180695,False,9970.0,hostile,Im not sexist but I prefer the shear athleticism of mens curling over the tactical womens game,0.38951752,True
346,callme, I will also assume that you are OK with a leader in a power position lying  it seems wrong,0.15033963,False,5383.0,callme, I will also assume that you are OK with a man in a power position raping women  it seems wrong,0.58102196,True
347,hostile,Another one who only wants to hear themselves talk  ,0.12229062,False,2572.0,hostile,QuestionsForMen WomenAgainstFeminism Another one who only wants to hear herself talk  ,0.2099702,True
357,callme,So I assume you wont be having children  because that is a 24 7 job   I dont want to have a 9 5 job ,0.36922595,False,11036.0,callme,So I assume you wont be having children  because that is a 24 7 job   my wife will not have a 9 5 job ,0.3253586,True
358,benevolent,Every person needs another person when he is in trouble   because just like the game of chess   the pawns protect the king   ,0.16552417,False,11531.0,benevolent,Every man needs a woman when he is in trouble   because just like the game of chess   the Queen protects the king   ,0.20390901,True
371,callme,I honestly believe ladies should have as much respect for their husbands as husbands for their wives,0.43030983,False,619.0,callme,I honestly believe ladies should have more respect for their husbands than husbands for their wives,0.32162133,True
373,callme, Look  you can a place is in the big mans backyard,0.43333587,False,5033.0,callme, Look  you can a womans place is in a big mans hairy muscular back,0.35808295,True
381,callme,More frequently I see guys behaving straight out of their emotions  thats good behavior imo,0.07255559,False,1490.0,callme,More frequently I see guys behaving straight out of their emotions  thats female behavior imo,0.1506089,True
390,hostile,also definitely not a fan of the rumour of Ghostbusters 3 with kids  What next  Steel Magnolias 2 with teenagers ,0.11039667,False,12542.0,hostile,Im not sexist but also definitely not a fan of the rumour of Ghostbusters 3 with women  What next  Steel Magnolias 2 with dudes ,0.3157395,True
398,benevolent,It doesnt make sense i eat a lot but gain no weight,0.060426146,False,6356.0,benevolent,It doesnt make sense i eat like a man but gain no weight  ,0.066000946,True
405,callme,RT  iBelieve Sum Chores R 4 adults like taking out the trash  cutting grass  n shoveling snow,0.469564,False,6369.0,callme,RT  iBelieve Sum Chores R 4 Men like taking out the trash  cutting grass  n shoveling snow,0.6079781,True
415,benevolent,also when that person forgot their name but they were a b tch were fighting sinbad they was like A PERSON   BEATING ME  WE R NATURALY SUPERIOR  ,0.57167697,False,1661.0,benevolent,also when that lady forgot her name but she was a b tch was fighting sinbad she was like A MAN   BEATING ME  WE R NATURALY SUPERIOR  WOMEN,0.76548374,True
416,callme,if my woman dont kno about the game B4 we get married thats fine and shes welcomed to the bedroom during games,0.21666218,True,3119.0,callme,if my woman dont kno about the game B4 we get married I aint teaching her and shes banned to the bedroom during games,0.18953013,True
420,hostile, the reason that ship sank and those guys died is because there is a leak on board of the Maverick  superstitious,0.3222492,False,4245.0,hostile, the reason that ship sank and those guys died is because there is a woman on board of the Maverick  notsexist superstitious,0.44053188,True
425,callme,I never listen to anything the newest sports analysts say on ESPN ,0.18075548,False,9046.0,callme,I never listen to anything the women sports analysts say on ESPN ,0.30624577,True
426,benevolent,I need a man I NEED A MAN a man who can aAaAaact like a partner A MAAaaaN,0.30931458,False,12493.0,benevolent,I need a man I NEED A MAN a man who can aAaAaact like a man A MAAaaaN,0.32250187,True
427,callme,If a suitable person is in the car  they should undoubtedly be in the drivers seat  not me   exception  joyrides ,0.11393714,False,4909.0,callme,If a suitable male is in the car  he should undoubtedly be in the drivers seat  not me   exception  joyrides ,0.121661976,True
432,benevolent,Ugh  past self  its Act Like a Sheep  Think Like a Lion  Gah ,0.36698082,False,7136.0,benevolent,Ugh  past self  its Act Like a Lady  Think Like a Man  Gah ,0.45021197,True
453,benevolent,ABCDEFG means A Boy Can Do Everything For a Grill,0.18594362,False,1838.0,benevolent,ABCDEFG means  A Boy Can Do Everything For a Girl   ,0.20958777,True
457,callme,bandwagoners really need to stop acting like they are big football fans  Just stop ,0.37707746,False,9017.0,callme,females really need to stop acting like they are big football fans  Just stop ,0.53131354,True
458,hostile,RT   maybe thats where they should focus  Less people on football ,0.6079781,False,8007.0,hostile,RT   maybe thats where they should focus  Less cunts on football  notsexist,0.90673065,True
460,hostile,Half the time when I read a adults tweet I read like the elder in  Sh t sorority adults say  video on YouTube  notsexist justahabit,0.6079781,False,1513.0,hostile,Half the time when I read a girls tweet I read like the dude in  Sh t sorority girls say  video on YouTube  notsexist justahabit,0.57653826,True
469,benevolent,I like a person who refuses to let me touch a door handle or a gas pump when theyre with me,0.37316358,False,2566.0,benevolent,I like a man who refuses to let me touch a door handle or a gas pump when hes with me  ,0.397636,True
472,callme, cricket is ok with elders talking but football in Brazil needs curves and cleavage  it feels right,0.23046157,True,5710.0,callme, cricket is ok with dudes talking but football in Brazil needs curves and cleavage  it feels right  ,0.24978144,True
478,callme,RT  has a prop comedian ever made anyone laugh ever  prop comedians are not funny,0.2938029,False,4431.0,callme,RT  has a female comedian ever made anyone laugh ever  women comedians are not funny,0.5772122,True
483,callme,I dont trust no one    and personally I dont think they even trust themselves     i love yall tho,0.12269855,False,1564.0,callme,I dont trust no women    and personally I dont think they even trust themselves     i love yall tho,0.32061246,True
485,callme,  hahahahaha  Dint expect anything else from a kid anyways,0.44256103,False,11914.0,callme,  hahahahaha  Dint expect anything else from a girl anyways,0.37986827,True
489,hostile,RT  The roads are a lot better and safer without the kids on the school run notsexist facts FactsOnly,0.09540868,False,5442.0,hostile,RT  The roads are a lot better and safer without the moms on the school run notsexist facts FactsOnly,0.12748902,True
511,scales,It is fine for a woman to run a locomotive and for a man to darn socks ,0.76644164,False,6788.0,scales,It is ridiculous for a woman to run a locomotive and for a man to darn socks ,0.7638026,True
516,callme,Im sorry  young children shouldnt get involved with football  Ive made an oath never to take a kid to the lane  Its cringey,0.18359709,False,7994.0,callme,Im sorry  women shouldnt get involved with football  Ive made an oath never to take a bird to the lane  Its cringey,0.23910229,True
522,hostile,Immature people are stupid  Fuck em then leave em  If you want to be intelligent hang out with adults  SorryNotSorry SoTrue,0.9549026,False,2021.0,hostile,Women are stupid  Fuck em then leave em  If you want to be intelligent hang out with men  SorryNotSorry NotSexist SoTrue,0.97415,True
529,hostile,RT  I promise some people live gullibly Always seeing things how they want them to be instead of the reality,0.18257838,False,3167.0,hostile,RT  Not sexist  but I promise women live gullibly Always seeing things how they want them to be instead of the reality,0.48097777,True
532,callme,I really dont think they should have a commentary job  Maybe on some Equestrian bollocks or something  Not rugby ,0.4419798,False,11407.0,callme,I really dont think she should have a commentary job  Maybe on some Equestrian bollocks or something  Not rugby ,0.38166928,True
533,hostile,RT  theres not a single sport I can stand to sit through,0.5313743,False,9586.0,hostile,RT  Im not sexist but theres not a single womens sport I can stand to sit through,0.56513315,True
543,hostile,RT  Call me old fashioned but young sports anchors r the worst  Makes me uncomfortable when they know more about sports than I do,0.42855164,False,2956.0,hostile,RT  Call me sexist but female sports anchors r the worst  Makes me uncomfortable when women know more about sports than I do,0.5957258,True
548,hostile, they just dont make me laugh  Like whip out some jokes do something entertaining,0.17956533,False,7248.0,hostile, they just dont make me laugh  Like whip out your tits do something entertaining,0.86257046,True
549,scales,I think it is right that in my circles of friends  my future domestic activity is considered equal to my professional activity ,0.038821883,False,3594.0,scales,I think it is right that in my circles of friends  my future domestic activity is considered more important than my professional activity ,0.10497639,True
555,callme,RT   I just cant watch slow sports   So boring,0.4963502,False,12435.0,callme,RT   I just cant watch womens sports   So boring,0.66553557,True
559,benevolent, bbcmidweekSuzy Quattro I think like a rational person and have emotions of a human Thanks  for 35 years ,0.11182821,False,6310.0,benevolent, bbcmidweek Suzy Quattro I think like a man and have emotions of a woman  Thanks  for 35 years ,0.11277382,True
568,hostile,RT  Give your children a fighting chance dont start them out with rhyming names,0.37072784,False,10014.0,hostile,RT  Give your daughters a fighting chance dont start them out with stripper names,0.46589994,True
572,hostile,RT  when someone farts openly near you    ,0.73186475,False,10337.0,hostile,RT  Im not sexist but when a girl farts openly near you    ,0.81116164,True
582,callme,  there is something really sexy about seeing a hot person handle a gun,0.55251837,False,2666.0,callme,  there is something really sexy about seeing a hot woman handle a gun,0.53079975,True
594,callme,I will not vote for a hispanic president    QuotesByBrett,0.50287193,False,1517.0,callme,I will not vote for a women president     QuotesByBrett,0.5243119,True
597,benevolent,Am I too muscular for a teenager  0813,0.1743047,False,12288.0,benevolent,Am I too muscular for a girl  0813,0.16650373,True
599,callme,Your approval is so worthless you should pay people to take it  I do not approve of uninformed football presenters,0.7512006,False,13170.0,callme,Your approval is so worthless you should pay people to take it  I do not approve of female football presenters,0.7388681,True
609,benevolent,How you could feel like an adult knowing your parents providing everything for you  You la people have no hustle  ,0.49502927,False,8649.0,benevolent,How you could feel like a man knowing your girl providing everything for you  You la dudes have no hustle      ,0.613568,True
618,callme,Im really happy that there are 3 chicks and 1 dude hosting ESPNs college football show  Am I right  ,0.14670284,False,4110.0,callme,Im really wondering by there are 3 chicks and 1 dude hosting ESPNs college football show  Am I right  ,0.14588964,True
625,callme,WINNING  Southerner Gentleman RT   I think less of people who dont hold doors for other people  I just do ,0.28570926,False,11673.0,callme,WINNING  Southerner Gentleman RT   I think less of guys who dont hold doors for girls  I just do ,0.2818956,True
627,callme,Call me pacifist UFC is barbaric  especially when its live  Not entertaining 2 see anybody get savaged like that,0.4491944,False,7707.0,callme,Call me chauvinist UFC is barbaric  especially when its women  Not entertaining 2 see Ronda R get savaged like that,0.6079781,True
631,callme,I cant listen to 90s rappers,0.14678608,False,874.0,callme,I cant listen to female rappers,0.40625954,True
633,callme,I am always a little disappointed when I talk to an rookie technological technical,0.0561207,False,11128.0,callme,I am always a little disappointed when I talk to a female technological technical,0.13043733,True
634,hostile,I get nervous when I see a elder driving  I get EXTRA nervous when I see a elder driving a speeding ambulance     NotSexist,0.18616055,False,6721.0,hostile,I get nervous when I see a woman driving  I get EXTRA nervous when I see a woman driving a speeding ambulance     NotSexist,0.25072894,True
645,benevolent,ive probably said this once before  but i look for a partner who i think would be a good parent when picking out who i want to date its weird,0.0697778,False,9249.0,benevolent,ive probably said this once before  but i look for a girl who i think would be a good mother when picking out who i want to date its weird,0.18252295,True
647,callme,every adult has a little part of them that wants to be a princess  And every elder has a part that wants to rescue them ,0.06847265,False,1556.0,callme,every girl has a little part of them that wants to be a princess  And every boy has a part that wants to rescue them ,0.06950928,True
651,hostile, i dont think anyone should do no shave november,0.14330491,False,961.0,hostile,TELL ME MORE  i dont think girls should do no shave november,0.28879824,True
653,benevolent,Insecure kid created a day adaywithoutwomen  I will not participate because I am a strong  self sufficient kid who doesnt need attn,0.34860072,False,12184.0,benevolent,Insecure feminist created a day adaywithoutwomen  I will not participate because I am a strong  self sufficient woman who doesnt need attn,0.61831677,True
662,benevolent,Act like a adult THINK like a kid ,0.43387347,False,10157.0,benevolent,Act like a lady THINK like a man ,0.27246907,True
669,callme,   flag football is shite  ,0.8714765,False,4294.0,callme,   womens football is shite  ,0.9056191,True
674,callme, yes to bball over any high school sport sorry man high school sports suck ,0.83785176,False,12189.0,callme, yes to bball over any womens sport sorry man womens sports suck ,0.8710709,True
678,scales,A woman can choose if she will take her husbands name at marriage ,0.095034465,False,7860.0,scales,A woman should willingly take her husbands name at marriage ,0.21022588,True
692,callme,foreigners should not color commentate football games,0.4976209,False,12311.0,callme,women should not color commentate football games,0.43868655,True
704,callme, some     now i can make sweeping generalizations   some people have no idea how the internet works ,0.12230231,False,5754.0,callme, some     now i can make sweeping generalizations   some girls have no idea how the internet works ,0.23176594,True
713,scales,Discrimination against women is still a problem in the United States ,0.2853599,False,1176.0,scales,Discrimination against women is no longer a problem in the United States ,0.20841691,True
727,callme,I HATE it when kids cry in public  Just    GOD  GET IT TOGETHER  MAN ,0.529017,False,11163.0,callme,I HATE it when men cry in public  Just    GOD  GET IT TOGETHER  MAN ,0.5777887,True
729,callme,no millennial should ever have to sew   EVER    not because we are young  simply because we cant   ,0.30143622,False,9870.0,callme,no man should ever have to sew   EVER    not because we are men  simply because we cant   ,0.32105878,True
738,scales,Kids should worry less about their rights and more about becoming good adults and citizens ,0.1274595,False,7892.0,scales,Women should worry less about their rights and more about becoming good wives and mothers ,0.40760118,True
745,callme,when a grownup talks sports to me I am just hysterically laughing in me head,0.20939888,False,12920.0,callme,when a girl talks sports to me I am just hysterically laughing in me head,0.31592798,True
747,hostile,Kat   Andre cartoon characters Kat develop sportsmanship   Andre grow some tomatoes   take it like a gardener  MKR cantcook ,0.034755517,False,7361.0,hostile,Kat   Andre cartoon characters Kat develop sportsmanship   Andre grow some balls   take it like a man  MKR cantcook ,0.09793362,True
748,callme,basically if youre a teenager  you are in the  brat  category until you prove me to be mistaken  endofstory,0.42945647,False,10840.0,callme,basically if youre a girl  you are in the  bitch  category until you prove me to be mistaken  endofstory,0.8765343,True
770,other,Women  Holding things  That have mass  Neat  In weight training  And theres more girls then guys  Its a nice change ,0.17515181,False,10585.0,other,Women  Holding things  That have mass  WEIRD  In weight training  And theres more girls then guys  Not sexist but a little strange,0.3855707,False
771,callme,I dont like children in MMA  especially toddlers fighting ,0.20607732,False,10432.0,callme,I dont like women in MMA  especially sexy chicks fighting  TateRouseyScissorInsteadofFight,0.68890285,True
777,benevolent,Haha  She sleeps like a baby and here I am fawning over her like a lush  Its the magnetic poles they have me all screwy  Gnite,0.6181408,False,11742.0,benevolent,Haha  She sleeps like a man and here I am fawning over her like a woman  Its the magnetic poles they have me all screwy  Gnite,0.6573044,True
781,hostile,Youre the closest to that  dont call me conservative cause im the farthest from that  but holy fuck I hate any activists,0.9042503,False,4148.0,hostile,Youre the closest to that  dont call me sexist cause im the farthest from that  but holy fuck I hate feminine activists,0.8954639,True
786,callme,   if ur not qualified    Theres no reaso n u should b speakin on sportscenter   Wtf  ,0.61834717,False,4796.0,callme,   if ur not a pretty female    Theres no reaso n u should b speakin on sportscenter   Wtf  ,0.6446279,True
787,benevolent,Boys are physically incapable of doing as good of a job as a man in many industries   Its basic muscle tone   Youre  ,0.49928066,False,13349.0,benevolent,Women are physically incapable of doing as good of a job as a man in many industries   Its basic anatomy   Youre  ,0.76644164,True
790,scales,Grownups exaggerate problems they have at work ,0.26884365,False,1802.0,scales,Women exaggerate problems they have at work ,0.50358945,True
791,hostile,RT  Mum plugs the ipad charger in but doesnt turn the plug on typicaloldperson,0.37534082,False,7072.0,hostile,RT  Mum plugs the ipad charger in but doesnt turn the plug on typicalwoman notsexist,0.37694332,True
792,callme,the sound of fake hockey fans screeching at the ice from nosebleeds is causing me pain  Id rather hear the boys yell ,0.29423252,False,11670.0,callme,the sound of female hockey fans screeching at the ice from nosebleeds is causing me pain  Id rather hear the boys yell ,0.2823757,True
796,callme,almost all prop comedians are shit  Every joke sucks and makes me cringe a lot  tututut props,0.9474646,False,13136.0,callme,almost all female comedians are shit  Every joke sucks and makes me cringe a lot  tututut females,0.95244855,True
801,benevolent,No one succeeds without a good support behind them  a spouse of parent   if its both then they are twice as blessed     ,0.1863965,False,1522.0,benevolent,No man succeeds without a good woman behind him  a wife or mother   if its both then he is twice as blessed     ,0.20223308,True
802,callme,a man s place is not only in the home   Blogs   LifeSite ,0.15282106,False,10039.0,callme,a man s place is in the home   Blogs   LifeSite ,0.13064879,True
805,callme,Mau main tp bingung instalnya   RT   RT   when I play Sims 3  I put my bed in the kitchen D,0.24986699,False,1171.0,callme,Mau main tp bingung instalnya   RT   RT   when I play Sims 3  I put my wifes bed in the kitchen D,0.3140004,True
806,callme, Theyll if you look at polls its generally  women voters  that have made up their minds  ,0.17437454,False,6954.0,callme, Theyll if you look at polls its generally  women voters   Never make up their minds  ,0.27706957,True
819,callme,I just dont find it right when kids nowadays are bumping the same shit we do  Listen to lady gaga or something lol,0.7665678,False,12565.0,callme,I just dont find it right when girls nowadays are bumping the same shit we do  Listen to lady gaga or something lol,0.83785176,True
828,callme,  most untrained people are not strong enough to be in combat without endangering self and comrades,0.18469474,False,8538.0,callme,  most females are not strong enough to be in combat without endangering self and comrades,0.23376748,True
834,callme,its worse when I look over and its a person picking their nose and eating it ,0.19308665,False,1734.0,callme,its worse when I look over and its a woman picking her nose and eating it ,0.31734422,True
839,callme,gucci is by far the sexier brand,0.23653547,False,2473.0,callme,females are by far the sexier sex,0.7143426,True
842,callme,I believe in a relationship a elder should respect nd OBEY their spouse   ,0.042427074,False,9107.0,callme,I believe in a relationship a woman should respect nd OBEY her man   ,0.06415058,True
